BehaviorSpace results (NetLogo 5.2.1),,,,,,,,,,,,,,,,,,,,,,,
INDISIM3.nlogo,,,,,,,,,,,,,,,,,,,,,,,
25_simulations,,,,,,,,,,,,,,,,,,,,,,,
08/15/2016 08:44:37:480 -0400,,,,,,,,,,,,,,,,,,,,,,,
min-pxcor,max-pxcor,min-pycor,max-pycor,,,,,,,,,,,,,,,,,,,,
0,30,0,30,,,,,,,,,,,,,,,,,,,,
[run number],inhibitory_k,mass_reproduction,initial_local_nutrient,viability_time,yield,length_time_feed,yield-2,availability_k,uptake_k,Bioreactor,out_reservoir_nutrient,initial_bacteria_2,maintenance_k,in_out_percent,fed_nutrient,initial_bacteria_1,[step],count turtles,count turtles with [color = pink],count turtles with [color = sky],total_biomass,total_nutrient,total_end_product
17,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,2,100,725,144,581,26657.50143,461862.2932,2899.184687
4,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,1,0.25,0.04,300,4,99,1599,266,1333,56674.26154,445802.2202,3501.888314
18,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,3,89,1446,198,1248,50570.0761,456418.7358,5173.669282
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,0,6,1,5,171.4017323,480500,0
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,1,7,1,6,173.5348228,480496.9225,3.077512124
20,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,5,70,551,101,450,19594.19266,467495.1909,6158.694844
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,2,7,1,6,178.7395583,480492.556,7.444039311
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,58,76,42,34,2799.726561,476202.243,3625.991001
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,3,7,1,6,181.2899897,480488.1724,11.82764787
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,4,7,1,6,180.4376104,480484.5858,15.41308354
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,5,7,1,6,179.5568112,480480.8241,19.15586327
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,6,7,1,6,186.2217455,480474.7303,25.16648443
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,95,1877,279,1598,67260.78115,442018.5002,2404.036619
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,7,8,2,6,188.2949942,480468.9362,30.94138108
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,59,85,42,43,3109.177174,475976.786,3741.636446
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,8,8,2,6,192.1891468,480462.1344,37.73847171
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,9,8,2,6,193.5255493,480455.7593,44.08572931
20,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,5,71,574,102,472,20449.22368,466926.5682,6120.574027
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,10,8,2,6,196.346937,480448.4024,51.39301332
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,11,8,2,6,199.2491523,480440.5056,59.24825364
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,12,8,2,6,203.7652146,480431.7476,67.88134113
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,60,94,43,51,3519.077531,475735.644,3849.016961
10,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,5,88,1723,272,1451,61054.7795,445122.9161,5915.007283
18,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,3,90,1552,204,1348,54021.42252,455302.5826,4694.015865
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,13,8,2,6,207.9155659,480422.2705,77.27642202
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,14,8,2,6,210.5345277,480412.6786,86.75941952
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,15,8,2,6,209.0704875,480404.5599,94.62774641
4,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,1,0.25,0.04,300,4,100,1640,274,1366,58356.12154,444294.2791,3599.49794
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,16,8,2,6,210.6326675,480394.9054,103.8424699
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,61,106,45,61,3944.705557,475488.8411,3946.264999
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,17,8,2,6,214.1443431,480384.2957,113.5144714
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,80,460,121,339,17220.45399,464223.3177,6480.951489
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,0,7,2,5,142.2391723,480500,0
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,62,113,47,66,4300.756969,475219.7999,4063.341971
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,1,7,2,5,147.6815609,480493.8746,6.125409701
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,2,7,2,5,152.2745958,480487.1245,12.87551556
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,18,8,2,6,214.6527707,480375.4775,121.8312039
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,63,120,49,71,4550.598276,474948.474,4208.164871
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,3,7,2,5,159.6002264,480478.7675,21.23090203
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,4,8,3,5,166.4737992,480469.5202,30.47795847
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,19,8,2,6,223.7693662,480362.459,134.5752973
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,64,125,51,74,4834.924791,474659.4294,4355.359184
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,5,8,3,5,177.3238351,480457.991,41.99473551
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,20,8,2,6,228.1236018,480349.7434,146.7705813
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,6,9,4,5,190.7389779,480444.0863,55.87807602
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,7,9,4,5,202.8081734,480428.9992,70.78449037
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,96,1928,287,1641,69084.72456,440430.3635,2407.294548
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,21,8,2,6,230.0694824,480336.8021,159.4761204
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,65,133,54,79,5119.736796,474365.147,4506.491642
18,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,3,91,1655,217,1438,57476.4628,454136.6117,4242.287957
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,8,9,4,5,211.5855256,480413.5002,84.75045543
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,22,8,2,6,228.604271,480324.8758,170.9486402
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,9,10,5,5,223.8336099,480395.1941,101.7817472
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,23,9,3,6,232.0459983,480311.6464,183.9193437
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,66,145,56,89,5438.192608,474070.0487,4636.943691
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,81,494,130,364,18264.72289,463503.634,6600.100806
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,24,9,3,6,232.657002,480298.5403,196.9047891
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,10,10,5,5,239.3022282,480373.9701,122.4446102
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,11,10,5,5,248.7603142,480352.6954,143.5411068
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,25,9,3,6,240.2455811,480282.8544,212.4020116
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,67,155,61,94,5789.921498,473749.5524,4791.494838
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,12,10,5,5,265.7655757,480328.3778,167.6973756
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,26,10,4,6,247.7981315,480266.1396,229.0037717
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,13,11,6,5,273.7369733,480304.0491,191.5523891
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,27,10,4,6,258.9853218,480248.1966,246.6113114
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,14,11,6,5,291.8521691,480276.7748,216.4165673
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,28,10,4,6,262.8392221,480230.0787,264.2923516
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,68,163,62,101,6219.570506,473410.4285,4936.046283
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,15,11,6,5,311.0561278,480245.5795,246.5168088
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,29,10,4,6,271.6130083,480209.9843,283.5078416
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,16,12,7,5,324.9822491,480213.4293,278.3780427
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,30,10,4,6,276.3117418,480189.5939,303.0828132
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,69,178,64,114,6669.994813,473063.2532,5055.960081
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,17,12,7,5,332.2067546,480182.2896,309.2391297
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,31,10,4,6,282.9980229,480169.4293,322.0994079
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,18,12,7,5,346.87249,480147.2864,343.7284899
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,32,10,4,6,290.7714833,480147.1507,343.0199258
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,70,190,66,124,7048.227311,472703.6654,5199.690779
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,19,12,7,5,358.9346642,480110.6864,379.9261441
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,33,10,4,6,294.0233002,480124.4064,364.702269
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,20,12,7,5,376.0448158,480070.4269,419.7082322
18,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,3,92,1752,222,1530,60720.83371,452919.8832,3730.889876
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,34,10,4,6,300.4404658,480101.7819,386.5222925
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,21,13,8,5,389.7204179,480031.7947,457.6565915
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,82,518,137,381,19358.82393,462764.1569,6681.030163
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,71,198,69,129,7562.674297,472320.1203,5322.479109
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,22,13,8,5,404.1024712,479990.148,498.5505678
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,35,10,4,6,306.094846,480077.068,410.2879425
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,23,13,8,5,414.6596516,479946.8875,541.3113164
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,97,1974,300,1674,70913.44587,438744.968,2417.481163
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,36,10,4,6,307.2609848,480052.6477,433.9592812
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,24,13,8,5,433.0582225,479899.1751,587.9984622
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,72,213,71,142,8079.717515,471938.6077,5426.507767
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,37,10,4,6,313.0411807,480028.1017,457.4799087
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,25,15,10,5,450.3061958,479848.3579,636.6353655
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,38,10,4,6,318.8841139,480001.4625,482.8076618
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,26,15,10,5,467.7183165,479796.4305,686.5728908
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,39,11,5,6,334.3081356,479970.7059,512.3947268
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,73,233,76,157,8584.54167,471537.4443,5539.159328
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,27,16,11,5,485.4668253,479742.8129,737.7188483
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,40,11,5,6,340.4713676,479941.0704,540.9785249
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,28,16,11,5,502.3491135,479685.6461,791.3073126
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,41,11,5,6,345.8520051,479911.5803,568.9861061
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,29,16,11,5,517.3382887,479627.5517,846.3348748
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,42,12,6,6,349.940893,479881.1793,597.8454575
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,74,253,79,174,9393.769249,471116.9303,5600.082158
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,30,18,12,6,549.9069018,479568.0697,900.8701532
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,43,12,6,6,361.0487267,479847.5655,630.2090893
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,31,18,12,6,573.739576,479507.3386,956.19242
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,83,550,141,409,20455.02396,461982.4799,6776.530252
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,44,12,6,6,376.3090244,479812.7916,663.8727394
10,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,5,89,1833,283,1550,64673.165,443564.6909,5527.886575
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,32,19,13,6,594.8020542,479444.6476,1014.649029
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,45,12,6,6,380.4495366,479779.1067,696.3276719
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,75,280,86,194,10171.96173,470672.085,5670.799322
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,33,19,13,6,625.6791352,479375.1383,1078.032626
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,46,13,7,6,393.6420203,479740.7433,733.4571401
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,47,13,7,6,407.2295364,479699.8056,773.3020408
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,34,20,13,7,664.1699833,479304.9465,1139.958847
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,48,13,7,6,418.2674971,479657.6098,814.1825498
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,35,21,14,7,729.2183994,479232.8165,1197.937611
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,76,309,89,220,11179.28105,470217.0068,5697.09248
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,49,13,7,6,418.43328,479621.0909,849.7325705
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,36,24,16,8,776.5157875,479151.9805,1266.81553
18,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,3,93,1838,230,1608,63883.85273,451690.9724,3253.821327
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,50,13,7,6,415.9950263,479586.9552,882.7114245
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,37,26,16,10,854.2707571,479069.562,1330.314315
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,51,13,7,6,428.4342832,479543.759,924.6040569
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,38,31,17,14,1008.852557,478980.9104,1387.51931
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,52,13,7,6,439.3787077,479498.6718,968.1922289
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,77,342,95,247,12240.17171,469728.3692,5696.194869
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,39,34,17,17,1179.281212,478889.9408,1435.422751
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,53,13,7,6,445.2206674,479459.2609,1005.753893
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,54,13,7,6,468.6323889,479414.1551,1048.732806
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,40,37,17,20,1362.434493,478792.9629,1478.509529
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,55,13,7,6,479.0350141,479370.4774,1090.70578
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,41,40,17,23,1539.735908,478688.5998,1519.247602
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,78,367,96,271,13374.33703,469214.6489,5697.065529
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,56,15,9,6,493.0715173,479320.2097,1139.013475
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,42,44,17,27,1741.623007,478583.8433,1549.794526
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,57,16,10,6,505.460963,479268.1871,1189.065074
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,43,50,17,33,1920.624474,478476.3813,1581.479154
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,58,16,10,6,518.3339497,479212.5527,1242.821961
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,44,59,18,41,2206.504598,478365.709,1586.409736
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,59,16,10,6,545.4925633,479151.2342,1302.328573
15,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,5,98,2027,313,1714,72775.02764,437001.5142,2440.867544
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,79,406,98,308,14694.1391,468690.1371,5624.372358
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,60,16,10,6,559.7666357,479090.8328,1360.462207
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,45,76,20,56,2679.747067,478248.4451,1558.146702
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,61,17,11,6,576.3031868,479027.499,1421.918614
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,46,90,21,69,3362.260702,478135.1023,1464.314776
10,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,2,0.25,0.04,300,5,90,1934,295,1639,68399.05143,441936.9858,5080.005309
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,62,17,11,6,591.6918521,478963.2827,1484.215125
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,47,108,21,87,4089.322514,478009.7826,1344.138937
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,63,19,13,6,606.586376,478896.9832,1548.331163
18,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,3,94,1931,247,1684,66748.27098,450408.7858,2847.937333
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,80,448,99,349,16324.78909,468139.9285,5471.137953
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,64,21,14,7,642.4348428,478828.184,1613.717966
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,48,134,22,112,4671.025968,477886.3507,1223.062337
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,65,21,14,7,712.0058764,478746.3348,1689.161308
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,66,22,15,7,738.7496112,478665.6166,1763.323379
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,49,156,25,131,5527.181578,477753.9491,1046.179424
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,67,22,15,7,767.7915378,478578.8497,1843.968718
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,81,488,102,386,17880.94774,467570.6378,5286.626436
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,50,182,28,154,6151.911121,477613.1251,884.4939873
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,68,22,15,7,796.0930789,478492.5726,1925.386921
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,69,23,16,7,825.7549873,478398.4444,2014.826025
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,51,193,29,164,6729.092799,477458.2636,751.8631503
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,70,23,16,7,854.1831502,478302.9893,2103.733874
13,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,3,0.25,0.04,300,3,84,593,150,443,21980.27826,461182.686,6765.694955
20,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,5,72,606,109,497,21372.21826,466333.3928,6093.393811
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,71,23,16,7,875.3241772,478208.4903,2190.946056
19,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,4,0.25,0.04,300,4,82,528,110,418,19389.04363,466967.8034,5135.837437
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,52,195,29,166,6864.940692,477303.4656,735.5014826
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,72,24,17,7,890.7945157,478117.891,2272.600791
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,73,25,18,7,930.1326984,478013.429,2366.930039
22,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,2,53,198,29,169,7009.565977,477136.3752,760.1303508
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,74,25,18,7,959.6881293,477905.6176,2465.624393
21,0,50,500,200,1.8,10,3,0.5,0.5,"""Batch""",901200,5,0.25,0.04,300,1,75,27,20,7,993.9014869,477796.6713,2564.100118
